Boundary Representation Log
n=5, generations=200, population=200
crossover_prob=0.7, mutation_prob=0.2, indpb=0.2, seed=42
================================================================================

Gen 175: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 176: [(-0.286442,-0.958098), (-0.366072,0.930586), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 177: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 178: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 179: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 180: [(-0.286442,-0.958098), (-0.366072,0.930586), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 181: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 182: [(-0.286442,-0.958098), (-0.366072,0.930586), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 183: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 184: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 185: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 186: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 187: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 188: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 189: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 190: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 191: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 192: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 193: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 194: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 195: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
Gen 196: [(-0.286442,-0.958098), (-0.198828,0.980034), (0.791743,-0.610854), (0.845136,0.534551), (-0.999570,-0.029324)]
