Cartesian Representation Log
n=10, generations=200, population=200
crossover_prob=0.8, mutation_prob=0.1, indpb=0.2, seed=42
================================================================================

Gen 87: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 88: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 89: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 90: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 91: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 92: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 93: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 94: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 95: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 96: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 97: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 98: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 99: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 100: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.790680,0.484872)]
Gen 101: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 102: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
Gen 103: [(0.142024,0.672599), (-0.678091,-0.558424), (-0.466044,0.873309), (0.319649,-0.879732), (0.207947,-0.193734), (-0.170231,-0.801957), (0.616741,0.231441), (-0.501019,-0.087103), (0.950166,-0.212193), (-0.805761,0.450344)]
